MODEL,SCENARIO,REGION,VARIABLE,2025,2030,2035,2040,2045,2050
REMIND,LIMITS450,LATIN_AM,Primary Energy|Biomass,0.016441207,0.149206349,0.698834853,2.274437162,5.041592395,7.931188811
REMIND,LIMITS450,LATIN_AM,Primary Energy|Biomass|Modern,0.110027855,0.964809384,4.269349845,11.48345324,15.72752549,15.53643836
,,,,,,,,,
REMIND,LIMITS450,LATIN_AM,Primary Energy|Biomass|w/ CCS,0.09,0.669,2.797,8.169,17.69,29.997
REMIND,LIMITS450,LATIN_AM,Primary Energy|Biomass|w/o CCS,-0.002289282,-0.002494331,-0.009371834,-0.053576518,-0.213903743,-0.45958042
REMIND,LIMITS450,LATIN_AM,Primary Energy|Coal,-0.361720067,-0.676424051,-0.856352827,-0.950695198,-0.986676428,-0.992358079
REMIND,LIMITS450,LATIN_AM,Primary Energy|Coal|Electricity,-0.416542843,-0.718516108,-0.868421053,-0.948468468,-0.9911914,-0.992898474
,,,,,,,,,
REMIND,LIMITS450,LATIN_AM,Primary Energy|Coal|Liquids,-0.403162055,-0.846049046,-0.957101449,-0.989495185,-0.999150815,-0.999547511
REMIND,LIMITS450,LATIN_AM,Primary Energy|Coal|w/ CCS,0.022,0.046,0.055,0.055,0.054,0.051
REMIND,LIMITS450,LATIN_AM,Primary Energy|Coal|w/o CCS,-0.367903316,-0.685719937,-0.86409512,-0.956118726,-0.990556369,-0.995288439
REMIND,LIMITS450,LATIN_AM,Primary Energy|Fossil,-0.136468465,-0.290570054,-0.434280657,-0.55888932,-0.666260135,-0.734198436
REMIND,LIMITS450,LATIN_AM,Primary Energy|Fossil|w/ CCS,0.116,0.6,1.382,1.782,1.759,1.702
REMIND,LIMITS450,LATIN_AM,Primary Energy|Fossil|w/o CCS,-0.139376316,-0.303851356,-0.462076872,-0.591832585,-0.696475196,-0.761634561
REMIND,LIMITS450,LATIN_AM,Primary Energy|Gas,-0.207435683,-0.375088165,-0.486106131,-0.585851078,-0.689593378,-0.73013266
REMIND,LIMITS450,LATIN_AM,Primary Energy|Gas|Electricity,-0.232401251,-0.464020679,-0.607936132,-0.73095276,-0.838813615,-0.806109726
REMIND,LIMITS450,LATIN_AM,Primary Energy|Gas|w/ CCS,0.094,0.553,1.327,1.727,1.705,1.65
REMIND,LIMITS450,LATIN_AM,Primary Energy|Gas|w/o CCS,-0.212350973,-0.401090892,-0.545580853,-0.661405273,-0.762341597,-0.799663087
REMIND,LIMITS450,LATIN_AM,Primary Energy|Geothermal,0.0375,0.104166667,0.066037736,0.055555556,0.125,0.330357143
REMIND,LIMITS450,LATIN_AM,Primary Energy|Hydro,0.066582118,0.272423229,0.535455861,0.717160729,0.716240182,0.588112375
REMIND,LIMITS450,LATIN_AM,Primary Energy|Non-Biomass Renewables,0.112347052,0.432439336,0.854951185,1.213734085,1.360870367,1.345103052
REMIND,LIMITS450,LATIN_AM,Primary Energy|Nuclear,-0.178571429,-0.283105023,-0.443365696,-0.622807018,-0.765140325,-0.856565657
REMIND,LIMITS450,LATIN_AM,Primary Energy|Oil,-0.011040093,-0.090957503,-0.22558739,-0.34111285,-0.433137608,-0.52367728
REMIND,LIMITS450,LATIN_AM,Primary Energy|Oil|w/o CCS,-0.011040093,-0.090957503,-0.22558739,-0.34111285,-0.433137608,-0.52367728
REMIND,LIMITS450,LATIN_AM,Primary Energy|Solar,7.2,42.8,136,146,68.88571429,29.95652174
REMIND,LIMITS450,LATIN_AM,Primary Energy|Wind,0.435393258,1.08952381,1.546811398,1.717871486,1.603162651,1.394431555
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity,-0.126187109,-0.198142676,-0.162099777,-0.089656563,-0.024944839,0.092130518
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Biomass,0.5,4.733333333,16.82352941,33.16,34.64150943,32.73267327
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Biomass|w/ CCS,0.01,0.072,0.289,0.841,1.877,3.398
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Biomass|w/o CCS,-0.125,-0.066666667,-0.176470588,-0.48,-0.773584906,-0.900990099
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Coal,-0.42920354,-0.731827805,-0.877591313,-0.953148426,-0.992968511,-0.994420829
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Coal|w/ CCS,0.007,0.015,0.018,0.018,0.018,0.017
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Coal|w/o CCS,-0.436946903,-0.74241355,-0.886475814,-0.959895052,-0.998471415,-0.998937301
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Gas,-0.244978338,-0.483534137,-0.623727313,-0.741605419,-0.847794544,-0.828181818
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Gas|w/ CCS,0.049,0.296,0.722,0.946,0.934,0.905
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Gas|w/o CCS,-0.254627806,-0.531084337,-0.730116571,-0.877936302,-0.983459083,-0.965151515
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Geothermal,0.0375,0.09375,0.066666667,0.018518519,0,0
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Hydro,0.066582118,0.272423229,0.535455861,0.717160729,0.716240182,0.588112375
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Non-Biomass Renewables,0.112068966,0.432183908,0.854718735,1.213361169,1.35828877,1.339191564
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Nuclear,-0.178571429,-0.283105023,-0.443365696,-0.622807018,-0.765140325,-0.856565657
,,,,,,,,,
,,,,,,,,,
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Solar,7.2,42.8,136,146,68.88571429,29.95652174
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Solar|CSP,6,29,85,199,201.5,373.5
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Solar|PV,7.5,46.25,198.6666667,157.75,60.84848485,23.65789474
REMIND,LIMITS450,LATIN_AM,Secondary Energy|Electricity|Wind,0.435393258,1.08952381,1.546811398,1.717871486,1.603162651,1.394431555
REMIND,LIMITS450,NORTH_AM,Primary Energy|Biomass,0,0.1513267,0.747618122,1.837557817,3.089273112,4.177336642
REMIND,LIMITS450,NORTH_AM,Primary Energy|Biomass|Modern,0,0.202440377,0.926506024,2.142826321,3.432660263,4.476511257
,,,,,,,,,
REMIND,LIMITS450,NORTH_AM,Primary Energy|Biomass|w/ CCS,0.242,1.621,5.558,12.56,21.151,29.831
REMIND,LIMITS450,NORTH_AM,Primary Energy|Biomass|w/o CCS,-0.052734801,-0.184701493,-0.333074081,-0.486216466,-0.642378264,-0.757320099
REMIND,LIMITS450,NORTH_AM,Primary Energy|Coal,-0.350683698,-0.618319022,-0.800808233,-0.914514867,-0.964843114,-0.971619025
REMIND,LIMITS450,NORTH_AM,Primary Energy|Coal|Electricity,-0.309639275,-0.548558146,-0.719060848,-0.875792283,-0.987983067,-0.988663968
,,,,,,,,,
